OBJECTID,CALCACREAG,PARNO,MAPNUMBER,MAP_PARCEL,CNTRL_NO,TYPE_,APPLICATIO,PROJECT_NA,ST_ADD,RESULTS,ZONING_FRO,ZONING_TO,HOUSING_UN,CCACTDATE,CC_ACTION,PC_ACTION,PCACTDATE,ARCACTDATE,ARC_ACTION,AGE_RESTRI,AGE_REST_2,FINALAPPRO,DATEOFAPPL,INLOS,ENTEREDDT,CREATED_USER,CREATED_DATE,LAST_EDITED_USER,LAST_EDITED_DATE,PLANNER,RESIDENTIAL,STF_RCMNDTNS,FINALACTIONDATE,DATECERTPH,EBUILD_LINK,SHAPESTArea,SHAPESTLength
77638,,17,,0830000000170,830000000170,Subdivision,DEV-SUB-2021-076,Shillelagh Rd Subdivision,Shillelagh Rd,5 lot subdivision,A-1,,5,,,,,,,,,Approved,8/02/2021,Y,2022/04/01 00:00:00+00,JVUTUROBRADY,2021/08/04 15:57:07+00,JVUTUROBRADY,2022/06/29 15:32:12+00,Aaron Bell,YES,,2022/03/09 00:00:00+00,,https://aca-prod.accela.com/CHESAPEAKE/Cap/CapDetail.aspx?Module=Development&TabName=Development&capID1=DUB21&capID2=00000&capID3=00FGO&agencyCode=CHESAPEAKE&IsToShowInspection=,775550.541349332,3920.80972481194
77639,,9B,,0990000000092,990000000092,Subdivision,PLN-SUB-2021-009,"Pre Cluster Style SUB; 4-C",1853 Sanderson Rd,Prelim SUB of cluster style for Parcel 4C,A-1,,5,,,,,2021/09/01 00:00:00+00,D,,,Withdrawn,7/12/2021,N,2021/08/04 00:00:00+00,JVUTUROBRADY,2021/08/04 16:05:31+00,JVUTUROBRADY,2023/12/22 14:14:17+00,Bill McKay,YES,,2022/10/27 00:00:00+00,,https://aca-prod.accela.com/CHESAPEAKE/Cap/CapDetail.aspx?Module=Planning&TabName=Planning&capID1=DUB21&capID2=00000&capID3=00DT3&agencyCode=CHESAPEAKE&IsToShowInspection=,713731.709189842,3465.74022375022
78033,,9,,1670000000090,1670000000090,Use Permit,PLN-USE-2021-025,2211 S Military Hwy Mobile Det,2211 S Military Hwy,CUP to operate a car wash and detailing business,B-2,,0,,,,,2021/08/18 00:00:00+00,,,,Withdrawn,7/9/2021,N,2021/08/09 00:00:00+00,JVUTUROBRADY,2021/08/09 12:55:02+00,JVUTUROBRADY,2023/12/22 14:14:17+00,Alyssa Neil,NO,,2021/09/16 00:00:00+00,,https://aca-prod.accela.com/CHESAPEAKE/Cap/CapDetail.aspx?Module=Planning&TabName=Planning&capID1=DUB21&capID2=00000&capID3=00DPD&agencyCode=CHESAPEAKE&IsToShowInspection=,188793.406582701,2042.27776181655
78035,,455,,1340000004550,1340000004550,Rezoning,PLN-REZ-2021-015,1512 Hoover Ave,1512 Hoover Ave,"Merge 2 parcels; rezone from O&I to R-10",O&I,R-10,,2022/08/16 00:00:00+00,A,A,2022/07/13 00:00:00+00,2021/08/18 00:00:00+00,,,,Approved,7/26/2021,N,2021/08/09 00:00:00+00,JVUTUROBRADY,2021/08/09 13:13:46+00,JVUTUROBRADY,2023/12/22 14:14:17+00,Aaron Bell,NO,A,2022/08/16 00:00:00+00,2022/06/26 00:00:00+00,https://aca-prod.accela.com/CHESAPEAKE/Cap/CapDetail.aspx?Module=Planning&TabName=Planning&capID1=DUB21&capID2=00000&capID3=00ESL&agencyCode=CHESAPEAKE&IsToShowInspection=,16069.2512810981,512.718645648886
78036,,123,,0050000001230,50000001230,Use Permit,PLN-USE-2021-028,Bundle of Love Academy,3002 Churchland Blvd,CUP for daycare ,B-1,,0,2022/01/18 00:00:00+00,AS,AS,2021/12/08 00:00:00+00,2021/08/18 00:00:00+00,,,,Approved,7/21/2021,N,2021/08/09 00:00:00+00,JVUTUROBRADY,2021/08/09 13:43:26+00,JVUTUROBRADY,2023/12/22 14:14:17+00,Aaron Bell,NO,AS,2022/01/18 00:00:00+00,2021/11/21 00:00:00+00,https://aca-prod.accela.com/CHESAPEAKE/Cap/CapDetail.aspx?Module=Planning&TabName=Planning&capID1=DUB21&capID2=00000&capID3=00EHS&agencyCode=CHESAPEAKE&IsToShowInspection=,17055.3831236117,520.028145845658
78037,,1,,0342001000010,342001000010,Use Permit,PLN-USE-2021-029,Grey U-Haul,616 Happy Acres Rd,CUP to lease trucks and trailers in addition to the insurance business,O&I,B-1,0,,,D,2022/09/14 00:00:00+00,,,,,Withdrawn,7/23/2021,N,2021/08/30 00:00:00+00,JVUTUROBRADY,2021/08/30 15:14:04+00,JVUTUROBRADY,2023/12/22 14:14:17+00,Bill McKay,NO,D,2022/11/03 00:00:00+00,2022/08/28 00:00:00+00,https://aca-prod.accela.com/CHESAPEAKE/Cap/CapDetail.aspx?Module=Planning&TabName=Planning&capID1=DUB21&capID2=00000&capID3=00EO4&agencyCode=CHESAPEAKE&IsToShowInspection=,19716.131375398,567.344554774924
78038,,1,,0342001000010,342001000010,Rezoning,PLN-REZ-2021-017,Grey Uhaul,616 Happy Acres Rd,Keep current zoning 0&I with a CUP (adding traiiler and truck rental to insuranc,O&I,B-1,0,2022/10/18 00:00:00+00,W,D,2022/09/14 00:00:00+00,,,,,Withdrawn,8/18/2021,N,2021/08/30 00:00:00+00,JVUTUROBRADY,2021/08/30 15:18:32+00,JVUTUROBRADY,2023/12/22 14:14:17+00,Bill McKay,YES,D,2022/10/18 00:00:00+00,2022/08/28 00:00:00+00,https://aca-prod.accela.com/CHESAPEAKE/Cap/CapDetail.aspx?Module=Planning&TabName=Planning&capID1=DUB21&capID2=00000&capID3=00GP5&agencyCode=CHESAPEAKE&IsToShowInspection=,19716.131375398,567.344554774924
78039,,A,,0601004000001,601004000001,Use Permit,PLN-USE-2021-032,The Cat Clinic of Chesapeake,544 Battlefield Blvd S,"CUP to operate a cat-only veterinary clinic; reduce setback from 200 to 67 ft ",B-1,,0,2021/12/21 00:00:00+00,AS,AS,2021/11/10 00:00:00+00,2021/09/15 00:00:00+00,,,,Approved,8/20/2021,N,2021/09/07 00:00:00+00,JVUTUROBRADY,2021/09/07 15:09:13+00,JVUTUROBRADY,2023/12/22 14:14:17+00,Alyssa Neil,NO,AS,2021/12/21 00:00:00+00,2021/10/24 00:00:00+00,https://aca-prod.accela.com/CHESAPEAKE/Cap/CapDetail.aspx?Module=Planning&TabName=Planning&capID1=DUB21&capID2=00000&capID3=00GV0&agencyCode=CHESAPEAKE&IsToShowInspection=,18015.6105749065,559.332137183383
78040,,,,,,Street Closure,PLN-STCL-2021-005,Old Oak Grove Rd,Old Oak Grove Rd,"close 32,434 sq feet of improved public rightht-of-way at end of Old Oak Grove R",R-15S,,0,,,,,2021/09/08 00:00:00+00,,,,Withdrawn,8/23/2021,N,2021/09/07 00:00:00+00,JVUTUROBRADY,2021/09/07 16:34:35+00,JVUTUROBRADY,2023/12/22 14:14:17+00,Alyssa Neil,NO,,2023/01/26 00:00:00+00,,https://aca-prod.accela.com/CHESAPEAKE/Cap/CapDetail.aspx?Module=Planning&TabName=Planning&capID1=DUB21&capID2=00000&capID3=00H0H&agencyCode=CHESAPEAKE&IsToShowInspection=,34909.3290958498,858.18841305916
78041,,213,,0220000002130,220000002130,Rezoning,PLN-REZ-2021-018,Thira,4905 Charlton Drive,COND REZ of 5.8 acres from A-1 to R-15S,A-1,R-10s,10,2022/05/18 00:00:00+00,AP,AP,2022/02/09 00:00:00+00,2021/09/08 00:00:00+00,,,,Approved,8/19/2021,N,2021/09/07 00:00:00+00,JVUTUROBRADY,2021/09/07 16:42:20+00,JVUTUROBRADY,2023/12/22 14:14:17+00,Aaron Bell,NO,AP,2022/05/17 00:00:00+00,2022/01/23 00:00:00+00,https://aca-prod.accela.com/CHESAPEAKE/Cap/CapDetail.aspx?Module=Planning&TabName=Planning&capID1=DUB21&capID2=00000&capID3=00GU1&agencyCode=CHESAPEAKE&IsToShowInspection=,263113.723069748,2466.88665009671
78042,,18,,0253001000180,253001000180,Use Permit,PLN-USE-2021-026,Pop and Son Auto Body,1408 George Washington Hwy N,"CUP to operate a motor vehicle repair and paint shop, and alt park surface",B-2,,0,2022/01/18 00:00:00+00,AS,AS,2021/12/08 00:00:00+00,2021/09/08 00:00:00+00,,,,Approved,7/15/2021,N,2021/09/07 00:00:00+00,JVUTUROBRADY,2021/09/07 17:02:52+00,JVUTUROBRADY,2023/12/22 14:14:17+00,Aaron Bell,NO,AS,2022/01/18 00:00:00+00,2021/11/21 00:00:00+00,https://aca-prod.accela.com/CHESAPEAKE/Cap/CapDetail.aspx?Module=Planning&TabName=Planning&capID1=DUB21&capID2=00000&capID3=00E47&agencyCode=CHESAPEAKE&IsToShowInspection=,74198.9712596306,1833.26517925783
78043,,233,,0340000002330,340000002330,Use Permit,PLN-USE-2021-031,Deep Creek Academy,250 Mill Creek Pkwy,An amendment to UP-03-55 to include child day care in an existing preschool,"R-10S, R-MF-1, and B-1",,0,2021/12/21 00:00:00+00,AS,AS,2021/11/10 00:00:00+00,2021/09/08 00:00:00+00,,,,Approved,8/02/2021,N,,JVUTUROBRADY,2021/09/07 17:07:45+00,JVUTUROBRADY,2023/12/22 14:14:18+00,Aaron Bell,NO,AS,2021/12/21 00:00:00+00,2021/10/24 00:00:00+00,https://aca-prod.accela.com/CHESAPEAKE/Cap/CapDetail.aspx?Module=Planning&TabName=Planning&capID1=DUB21&capID2=00000&capID3=00FPD&agencyCode=CHESAPEAKE&IsToShowInspection=,712250.996978081,3591.45819411818
78439,,56A,,0850000000561,850000000561,Site Plan,PLN-SITE-2021-014,Retreat at Edinburgh,Sign Pole Road,"104 age restricted units (48 TH, 56 4-plex quad) on part of parcel",,,104,,,,,2021/10/06 00:00:00+00,,Y,104,Approved,8/30/2021,Y,2022/04/01 00:00:00+00,JVUTUROBRADY,2021/09/27 16:00:06+00,JVUTUROBRADY,2022/06/29 15:32:12+00,Mark Hobbs,YES,,2022/01/24 00:00:00+00,,https://aca-prod.accela.com/CHESAPEAKE/Cap/CapDetail.aspx?Module=Planning&TabName=Planning&capID1=DUB21&capID2=00000&capID3=00HFS&agencyCode=CHESAPEAKE&IsToShowInspection=,2650056.78104615,8129.73490453961
78839,,22,,0620000000220,620000000220,Use Permit,PLN-USE-2021-033,Colonial Barns and Sheds,953 Bedford,CUP to operate contracting business in Fentress Overlay & alt park surface,A-1,,0,2022/03/15 00:00:00+00,AS,AS,2022/02/09 00:00:00+00,2021/12/15 00:00:00+00,,,,Approved,9/30/2021,N,2021/10/01 00:00:00+00,JVUTUROBRADY,2021/10/01 18:41:23+00,JVUTUROBRADY,2023/12/22 14:14:18+00,Alyssa Neil,NO,AS,2022/03/15 00:00:00+00,2022/01/23 00:00:00+00,https://aca-prod.accela.com/CHESAPEAKE/Cap/CapDetail.aspx?Module=Planning&TabName=Planning&capID1=DUB21&capID2=00000&capID3=00IQX&agencyCode=CHESAPEAKE&IsToShowInspection=,886318.435236445,4653.92218051847
78840,,47,,0254006000470,254006000470,Rezoning,PLN-REZ-2021-020,2046 Broadmoor Ave,2046 Broadmoor Ave,REZ 0.437 ac parcel for a truck tractor storage yard with incidental repairs,B-2,M-1,0,2022/02/15 00:00:00+00,AP,AP,2022/01/12 00:00:00+00,2021/10/20 00:00:00+00,,,,Approved,9/27/2021,N,2021/10/01 00:00:00+00,JVUTUROBRADY,2021/10/01 18:47:32+00,JVUTUROBRADY,2023/12/22 14:14:18+00,Bill McKay,NO,AP,2020/02/15 00:00:00+00,2021/12/26 00:00:00+00,https://aca-prod.accela.com/CHESAPEAKE/Cap/CapDetail.aspx?Module=Planning&TabName=Planning&capID1=DUB21&capID2=00000&capID3=00J6N&agencyCode=CHESAPEAKE&IsToShowInspection=,19062.1877384528,588.399432208115
79240,,,,0254005000353,254005000353,Subdivision,DEV-SUB-2021-085,Michael Drive Parcel 2,Michael Drive,create 2 SF lots,,,2,,,,,,,,,Pending,8/10/21,N,2021/10/04 00:00:00+00,JVUTUROBRADY,2021/10/04 13:49:46+00,JVUTUROBRADY,2023/12/22 14:14:18+00,,YES,,,,,455816.829897226,3081.33014528911
79641,,80A,,0730000000801,730000000801,Rezoning,PLN-REZ-2020-010,Woodford Estates Ph 1 AccPM,1457 Battlefield Blvd S,Accelerated proffer modification for Proffer #4 to amend master development plan,,,31,2021/10/16 00:00:00+00,A,,,2021/10/13 00:00:00+00,,,,Approved,9/10/2021,N,2021/10/13 00:00:00+00,JVUTUROBRADY,2021/10/13 14:46:14+00,JVUTUROBRADY,2023/12/22 14:14:32+00,Bill McKay,NO,,2021/10/16 00:00:00+00,,https://aca-prod.accela.com/CHESAPEAKE/Cap/CapDetail.aspx?Module=Planning&TabName=Planning&capID1=DUB21&capID2=00000&capID3=008A1&agencyCode=CHESAPEAKE&IsToShowInspection=,679518.164557851,3779.88795003228
79644,,90,,0150000000900,150000000900,Subdivision,S-15-84,Riley Estates,1809 Joliff Rd,3 lot minor subdivision,,,3,,,,,,,N,,Approved,,Y,2021/10/13 00:00:00+00,JVUTUROBRADY,2021/10/13 15:02:58+00,JVUTUROBRADY,2022/06/29 15:32:12+00,Lee Dydiw,YES,,2015/01/08 00:00:00+00,,,69320.0684253429,1074.24485977796
79645,,12B,,0090000000122,90000000122,Rezoning,PLN-REZ-2021-021,Jolliff Square,Jolliff Rd,"Rezone fromR-15s to RMF-1; resub",R-15s,RMF-1,57,2022/12/20 00:00:00+00,AP,AP,2022/10/12 00:00:00+00,2021/11/17 00:00:00+00,,,,Approved,10/25/2021,N,2021/11/01 00:00:00+00,JVUTUROBRADY,2021/11/01 18:25:13+00,JVUTUROBRADY,2023/12/22 14:14:18+00,Bill McKay,NO,AP,2022/12/20 00:00:00+00,2022/09/25 00:00:00+00,https://aca-prod.accela.com/CHESAPEAKE/Cap/CapDetail.aspx?Module=Planning&TabName=Planning&capID1=DUB21&capID2=00000&capID3=00KTM&agencyCode=CHESAPEAKE&IsToShowInspection=,246143.692599525,2357.68517471489
79646,,54A,,0360000000541,360000000541,Rezoning,PLN-REZ-2021-023,Pine Wood Run,901 Pine Wood Run,modification of previous approved rezoning conditions,R-MF-1,R-MF-1,8,2021/02/15 00:00:00+00,AP,AP,2022/01/12 00:00:00+00,2021/11/17 00:00:00+00,,,,Approved,10/26/21,N,2021/11/01 00:00:00+00,JVUTUROBRADY,2021/11/01 18:31:54+00,JVUTUROBRADY,2023/12/22 14:14:18+00,Bill McKay,NO,AP,2021/02/15 00:00:00+00,2021/12/26 00:00:00+00,https://aca-prod.accela.com/CHESAPEAKE/Cap/CapDetail.aspx?Module=Planning&TabName=Planning&capID1=DUB21&capID2=00000&capID3=00L3G&agencyCode=CHESAPEAKE&IsToShowInspection=,70006.2305785731,1287.54426379332
79647,,28,,0710000000280,710000000280,Subdivision,DEV-SUB-2021-112,Shillelagh Rd Lots A & B,Shillelagh Rd,Subdivide lot into 2 lots,A-1,,,,,,,,,,,Approved,10/27/2021,Y,2021/11/01 00:00:00+00,JVUTUROBRADY,2021/11/01 18:37:10+00,JVUTUROBRADY,2022/06/29 15:32:12+00,Alyssa Neil,YES,,,,https://aca-prod.accela.com/CHESAPEAKE/Cap/CapDetail.aspx?Module=Development&TabName=Development&capID1=DUB21&capID2=00000&capID3=00LAF&agencyCode=CHESAPEAKE&IsToShowInspection=,295505.133639541,2446.03758823774
80045,,77,,0570000000770,570000000770,Use Permit,PLN-USE-2021-034,2520 Number Ten Lane,2520 Number Ten Lane,"CUP for recreational vehicle storage yard and alt parking surface; part of parce",A-1,,,,,,,2021/11/17 00:00:00+00,,,,Withdrawn,10/25/2021,N,2021/11/08 00:00:00+00,JVUTUROBRADY,2021/11/08 19:19:51+00,JVUTUROBRADY,2023/12/22 14:14:18+00,Alyssa Neil,NO,,2021/10/29 00:00:00+00,,https://aca-prod.accela.com/CHESAPEAKE/Cap/CapDetail.aspx?Module=Planning&TabName=Planning&capID1=DUB21&capID2=00000&capID3=00L4L&agencyCode=CHESAPEAKE&IsToShowInspection=,824397.774620005,3956.3593107307
80046,,,,,,Street Closure,PLN-STCL-2021-006,Crowell Ave Street Closure,north of Freeman Ave btwn Hanes St and I-464 ramp,"street closure for fee simple aquisition of 13,273 sq ft of unimproved ROW ",M-2,,,2022/02/15 00:00:00+00,AS,AS,2022/01/12 00:00:00+00,2021/11/17 00:00:00+00,,,,Approved,10/22/2021,N,2021/11/08 00:00:00+00,JVUTUROBRADY,2021/11/08 19:33:05+00,JVUTUROBRADY,2023/12/22 14:14:18+00,Alyssa Neil,NO,AS,2022/02/15 00:00:00+00,2021/12/26 00:00:00+00,https://aca-prod.accela.com/CHESAPEAKE/Cap/CapDetail.aspx?Module=Planning&TabName=Planning&capID1=DUB21&capID2=00000&capID3=00KZU&agencyCode=CHESAPEAKE&IsToShowInspection=,13043.7922038791,635.680244530259
80047,,38C,,0390000000383,390000000383,Subdivision,PLN-SUB-2021-012,Crestfield ,Elbow Rd,"150 SF homes, pump station, prelim utility; DEV-SUB-2022-075",R-10s,,150,,,,,2021/12/01 00:00:00+00,,,,Approved,10/22/2021,Y,2022/09/26 00:00:00+00,JVUTUROBRADY,2021/11/08 19:57:45+00,JVUTUROBRADY,2022/09/26 18:17:43+00,Aaron Bell,YES,,2022/08/09 00:00:00+00,,https://aca-prod.accela.com/CHESAPEAKE/Cap/CapDetail.aspx?Module=Planning&TabName=Planning&capID1=DUB21&capID2=00000&capID3=00KXX&agencyCode=CHESAPEAKE&IsToShowInspection=,5248702.27313191,11896.6361053849
80049,,27,,0461001000270,461001000270,Subdivision,DEV-SUB-2021-115,Sunlight Drive SUB Lots  26/27,1336 Sunlight Dr,"Divide Lots 26 & 27, JJ Halstead Property to add one more lot.",,,3,,,,,,,,,Approved,11/5/2021,Y,2022/09/26 00:00:00+00,JVUTUROBRADY,2021/11/12 21:24:51+00,JVUTUROBRADY,2022/09/26 18:17:25+00,Aaron Bell,YES,,2022/06/29 00:00:00+00,,https://aca-prod.accela.com/CHESAPEAKE/Cap/CapDetail.aspx?Module=Development&TabName=Development&capID1=DUB21&capID2=00000&capID3=00LT1&agencyCode=CHESAPEAKE&IsToShowInspection=,83086.074114872,1155.56360548425
80050,,28,,0710000000280,710000000280,Subdivision,DEV-SUB-2021-112,Shillelagh Road Lots A&B,Shillelagh Rd,"Sub plan for ditch and shoulder improvements; 2 lots",,,2,,,,,,,,,Pending,10/27/2021,N,2021/11/12 00:00:00+00,JVUTUROBRADY,2021/11/12 21:33:56+00,JVUTUROBRADY,2023/12/22 14:14:18+00,Alyssa Neil,YES,,,,https://aca-prod.accela.com/CHESAPEAKE/Cap/CapDetail.aspx?Module=Development&TabName=Development&capID1=DUB21&capID2=00000&capID3=00LAF&agencyCode=CHESAPEAKE&IsToShowInspection=,295505.133639541,2446.03758823774
80052,,66,,0330000000660,330000000660,Subdivision,DEV-SUB-2021-044,3217 Pioneer,3217 Pioneer,Divide one lot into two,,,2,,,,,,,,,Approved,5/19/2021,Y,2023/04/06 00:00:00+00,JVUTUROBRADY,2021/11/30 21:35:48+00,JVUTUROBRADY,2023/04/06 12:50:07+00,William Miller,YES,,2023/02/17 00:00:00+00,,https://aca-prod.accela.com/CHESAPEAKE/Cap/CapDetail.aspx?Module=Development&TabName=Development&capID1=DUB21&capID2=00000&capID3=00A6F&agencyCode=CHESAPEAKE&IsToShowInspection=,135310.972299254,1599.52662983964
80053,,140,,0730000001400,730000001400,Rezoning,PLN-REZ-2021-024,Kegman Place,1272 Kegman Place,Rezone 26.8 acres A-1 to R-10,A-1,R-10,65,,,,,,,,,Withdrawn,11/22/2021,N,,JVUTUROBRADY,2021/11/30 21:44:38+00,JVUTUROBRADY,2023/12/22 14:14:32+00,Bill McKay,NO,,2021/11/21 00:00:00+00,,https://aca-prod.accela.com/CHESAPEAKE/Cap/CapDetail.aspx?Module=Planning&TabName=Planning&capID1=DUB21&capID2=00000&capID3=00MLH&agencyCode=CHESAPEAKE&IsToShowInspection=,1167458.70526877,7237.79784480251
80054,,164,,0251001001640,251001001640,Use Permit,PLN-USE-2021-037,Deluxe Motor Repairs,1324 George Washington Hwy,Cup to operate small engine repair (SIC 7699) business on 0.47 acre parcel,,,0,2022/03/15 00:00:00+00,AS,AS,2022/01/23 00:00:00+00,2021/12/15 00:00:00+00,,,,Approved,11/16//2021,N,2021/11/30 00:00:00+00,JVUTUROBRADY,2021/11/30 21:51:44+00,JVUTUROBRADY,2023/12/22 14:14:18+00,Bill McKay,NO,AS,2022/03/15 00:00:00+00,2022/01/23 00:00:00+00,https://aca-prod.accela.com/CHESAPEAKE/Cap/CapDetail.aspx?Module=Planning&TabName=Planning&capID1=DUB21&capID2=00000&capID3=00MEA&agencyCode=CHESAPEAKE&IsToShowInspection=,20593.1285967612,612.190231657197
80454,,46,,0090000000460,90000000460,Rezoning,PLN-REZ-2021-026,Elizabeth Harbor Dr,2222 Elizabeth Harbor Dr,Rezone 4.5 acres from R-15 to R-MF-1 to support 29 THCO on two parcels,R-15,R-MF-1,29,2023/12/19 00:00:00+00,AP,AP,2023/11/08 00:00:00+00,2021/12/15 00:00:00+00,,,,Approved,11/22/2021,N,2021/12/01 00:00:00+00,JVUTUROBRADY,2021/12/01 19:24:13+00,JVUTUROBRADY,2023/12/22 14:14:32+00,Alyssa Neil,NO,AP,2023/12/19 00:00:00+00,2023/10/29 00:00:00+00,https://aca-prod.accela.com/CHESAPEAKE/Cap/CapDetail.aspx?Module=Planning&TabName=Planning&capID1=DUB21&capID2=00000&capID3=00MR5&agencyCode=CHESAPEAKE&IsToShowInspection=,199204.669154051,1785.32563169841
80852,,66,,0350000000660,350000000660,Use Permit,PLN-USE-2021-040,Bainbridge Tow Yard,4912 Bainbridge Blvd,Develop site for towing business with outdoor storage,,,0,,,,,2021/12/15 00:00:00+00,,,,Withdrawn,11/22/2021,N,,JVUTUROBRADY,2021/12/03 17:49:18+00,JVUTUROBRADY,2023/12/22 14:14:18+00,Alyssa Neil,NO,,2022/01/12 00:00:00+00,,https://aca-prod.accela.com/CHESAPEAKE/Cap/CapDetail.aspx?Module=Planning&TabName=Planning&capID1=DUB21&capID2=00000&capID3=00MPP&agencyCode=CHESAPEAKE&IsToShowInspection=,6801.88834346,349.839855174775
80853,,24,,0254012000240,254012000240,Use Permit,PLN-USE-2021-039,Rey Property Warehouse,2939 & 2943 S Military Hwy,"CUP for storage warehouse as part of proposed 9,600 SF office/warehouse bldg",,,0,2022/03/15 00:00:00+00,AS,AS,2022/02/09 00:00:00+00,2021/12/15 00:00:00+00,,,,Approved,12/2/2021,N,,JVUTUROBRADY,2021/12/03 17:55:02+00,JVUTUROBRADY,2023/12/22 14:14:18+00,Aaron Bell,NO,AS,2022/03/15 00:00:00+00,2022/01/23 00:00:00+00,https://aca-prod.accela.com/CHESAPEAKE/Cap/CapDetail.aspx?Module=Planning&TabName=Planning&capID1=DUB21&capID2=00000&capID3=00MPL&agencyCode=CHESAPEAKE&IsToShowInspection=,35116.855032844,753.151643027611
80854,,11B,,0490000000112,490000000112,Use Permit,PLN-USE-2021-038,PartyGirl Events,1457 Mt Pleasant Rd Unit 102-B,"CUP to operate a banquet hall ouf o2,240 sq ft space in Mt Pleasant Village Shop",,,0,2022/04/19 00:00:00+00,AS,AS,2022/03/09 00:00:00+00,,,,,Approved,11/19/2021,N,2021/12/03 00:00:00+00,JVUTUROBRADY,2021/12/03 18:01:31+00,JVUTUROBRADY,2023/12/22 14:14:18+00,Aaron Bell,NO,AS,2022/04/19 00:00:00+00,2022/02/20 00:00:00+00,https://aca-prod.accela.com/CHESAPEAKE/Cap/CapDetail.aspx?Module=Planning&TabName=Planning&capID1=DUB21&capID2=00000&capID3=00MOL&agencyCode=CHESAPEAKE&IsToShowInspection=,177368.139009391,2057.18438437643
80857,,12,,0090000000120,90000000120,Rezoning,PLN-REZ-2021-022,Gum Road,Gum Road,Rezone 22.4 acres from R-15S to R-MF-1 (two parcels),R-15S,R-MF-1,120,,,,,2021/12/15 00:00:00+00,,,,Withdrawn,10/25/2021,N,,JVUTUROBRADY,2021/12/03 18:15:50+00,JVUTUROBRADY,2023/12/22 14:14:19+00,Aaron Bell,NO,,2023/01/26 00:00:00+00,,https://aca-prod.accela.com/CHESAPEAKE/Cap/CapDetail.aspx?Module=Planning&TabName=Planning&capID1=DUB21&capID2=00000&capID3=00KTP&agencyCode=CHESAPEAKE&IsToShowInspection=,972972.43937551,8216.98680048092
81252,,5,,0620000000050,620000000050,Rezoning,PLN-REZ-2021-025,Whittamore Rd,Whittamore Rd & Centerville Tpke,REZ from A-1 to B-2,A-1,B-2,,,,,,2021/12/15 00:00:00+00,,,,Withdrawn,11/22/2021,N,,JVUTUROBRADY,2021/12/06 15:56:04+00,JVUTUROBRADY,2023/12/22 14:14:19+00,Mark Hobbs,NO,,2021/11/22 00:00:00+00,,https://aca-prod.accela.com/CHESAPEAKE/Cap/CapDetail.aspx?Module=Planning&TabName=Planning&capID1=DUB21&capID2=00000&capID3=00MPT&agencyCode=CHESAPEAKE&IsToShowInspection=,6502167.21084719,13882.409908191
81253,,5,,0620000000050,620000000050,Use Permit,PLN-USE-2021-041,Indoor Storage - Whittamore Rd,Whittamer Rd and Centerville Tpke,CUP for operation of a storage facility,,,0,2022/10/18 00:00:00+00,AS,AS,2022/09/14 00:00:00+00,2021/12/15 00:00:00+00,,,,Approved,11/22/2021,N,,JVUTUROBRADY,2021/12/06 16:01:25+00,JVUTUROBRADY,2023/12/22 14:14:19+00,Mark Hobbs,NO,AS,2022/10/18 00:00:00+00,2022/08/28 00:00:00+00,https://aca-prod.accela.com/CHESAPEAKE/Cap/CapDetail.aspx?Module=Planning&TabName=Planning&capID1=DUB21&capID2=00000&capID3=00MPU&agencyCode=CHESAPEAKE&IsToShowInspection=,6502167.21084719,13882.409908191
81652,,,,0344002004130,344002004130,Subdivision,DEV-SUB-2017-00006,McCoy Road,1916 McCoy Rd,10 lot subdivision situated along a wetland,,,10,,,,,,,,,Approved,1/18/2017,Y,2023/06/29 00:00:00+00,JVUTUROBRADY,2021/12/21 13:54:48+00,JVUTUROBRADY,2023/06/29 13:18:18+00,William Miller,YES,,2023/06/01 00:00:00+00,,,202278.05330956,2352.0479992848
82060,,13F,,0252011000136,252011000136,Use Permit,PLN-USE-2021-043,Strickland Oil,3480 S Military Hwy,Express oil change station,,,0,2022/04/19 00:00:00+00,AS,AS,2022/03/09 00:00:00+00,,,,,Approved,12/20/2021,N,2022/01/05 00:00:00+00,JVUTUROBRADY,2022/01/05 20:41:17+00,JVUTUROBRADY,2023/12/22 14:14:19+00,Aaron Bell,NO,AS,2022/04/17 00:00:00+00,2022/02/20 00:00:00+00,https://aca-prod.accela.com/CHESAPEAKE/Cap/CapDetail.aspx?Module=Planning&TabName=Planning&capID1=DUB21&capID2=00000&capID3=00OEE&agencyCode=CHESAPEAKE&IsToShowInspection=,218537.536323198,1957.17929400818
82061,,62A,,0380000000621,380000000621,Rezoning,PLN-REZ-2021-027,Cedar Crossing,1100 Butts Station Rd,"RESUB REZ to RMF-1; 56 SF Attached TH (14 front load, 42 rear load)",R-15S,RMF-1,56,2022/07/19 00:00:00+00,AP,AP,2022/06/08 00:00:00+00,,,,,Approved,12/20/2021,N,,JVUTUROBRADY,2022/01/05 20:41:17+00,JVUTUROBRADY,2023/12/22 14:14:19+00,Bill McKay,NO,AP,2022/07/19 00:00:00+00,2022/05/22 00:00:00+00,https://aca-prod.accela.com/CHESAPEAKE/Cap/CapDetail.aspx?Module=Planning&TabName=Planning&capID1=DUB21&capID2=00000&capID3=00OCQ&agencyCode=CHESAPEAKE&IsToShowInspection=,305772.202252484,2276.45334058365
